object_type,object_name,status,row_count,error_message,extraction_time
table,against_proposal_container,empty,0,,2026-02-07 16:15:00.359872
table,against_proposal_data,empty,0,,2026-02-07 16:15:00.360472
table,agency,empty,0,,2026-02-07 16:15:00.360963
table,application_action_event,empty,0,,2026-02-07 16:15:00.361635
table,application_configuration,empty,0,,2026-02-07 16:15:00.362158
table,application_session,empty,0,,2026-02-07 16:15:00.362714
table,application_view,empty,0,,2026-02-07 16:15:00.363228
table,assignment_data,empty,0,,2026-02-07 16:15:00.363687
table,assignment_element,empty,0,,2026-02-07 16:15:00.364135
table,committee_document_data,empty,0,,2026-02-07 16:15:00.364621
table,committee_proposal_component_0,empty,0,,2026-02-07 16:15:00.365053
table,committee_proposal_container,empty,0,,2026-02-07 16:15:00.365578
table,committee_proposal_data,empty,0,,2026-02-07 16:15:00.365987
table,countries_element,empty,0,,2026-02-07 16:15:00.366464
table,country_element,empty,0,,2026-02-07 16:15:00.366865
table,data_element,empty,0,,2026-02-07 16:15:00.367328
table,data_source_content,empty,0,,2026-02-07 16:15:00.36774
table,detail_data,empty,0,,2026-02-07 16:15:00.370745
table,detail_element,empty,0,,2026-02-07 16:15:00.371117
table,document_activity_container,empty,0,,2026-02-07 16:15:00.37159
table,document_activity_data,empty,0,,2026-02-07 16:15:00.371966
table,document_attachment,empty,0,,2026-02-07 16:15:00.372364
table,document_attachment_container,empty,0,,2026-02-07 16:15:00.37277
table,document_container_element,empty,0,,2026-02-07 16:15:00.373222
table,document_content_data,empty,0,,2026-02-07 16:15:00.373639
table,document_data,empty,0,,2026-02-07 16:15:00.374049
table,document_detail_container,empty,0,,2026-02-07 16:15:00.374486
table,document_detail_data,empty,0,,2026-02-07 16:15:00.374848
table,document_element,empty,0,,2026-02-07 16:15:00.3753
table,document_person_reference_co_0,empty,0,,2026-02-07 16:15:00.375726
table,document_person_reference_da_0,empty,0,,2026-02-07 16:15:00.376107
table,document_proposal_container,empty,0,,2026-02-07 16:15:00.376556
table,document_proposal_data,empty,0,,2026-02-07 16:15:00.376936
table,document_reference_container,empty,0,,2026-02-07 16:15:00.377386
table,document_reference_data,empty,0,,2026-02-07 16:15:00.377755
table,document_status_container,empty,0,,2026-02-07 16:15:00.378129
table,domain_portal,empty,0,,2026-02-07 16:15:00.378575
table,encrypted_value,empty,0,,2026-02-07 16:15:00.378966
table,indicator_element,empty,0,,2026-02-07 16:15:00.383296
table,indicators_element,empty,0,,2026-02-07 16:15:00.383754
table,language_content_data,empty,0,,2026-02-07 16:15:00.397414
table,operational_information_cont_0,empty,0,,2026-02-07 16:15:00.398488
table,performance_indicator_content,empty,0,,2026-02-07 16:15:00.398904
table,person_assignment_data,empty,0,,2026-02-07 16:15:00.399359
table,person_assignment_element,empty,0,,2026-02-07 16:15:00.399768
table,person_container_data,empty,0,,2026-02-07 16:15:00.400133
table,person_container_element,empty,0,,2026-02-07 16:15:00.400567
table,person_data,empty,0,,2026-02-07 16:15:00.400969
table,person_detail_data,empty,0,,2026-02-07 16:15:00.401403
table,person_detail_element,empty,0,,2026-02-07 16:15:00.401817
table,person_element,empty,0,,2026-02-07 16:15:00.402249
table,portal,empty,0,,2026-02-07 16:15:00.402694
table,qrtz_blob_triggers,empty,0,,2026-02-07 16:15:00.403123
table,qrtz_calendars,empty,0,,2026-02-07 16:15:00.40357
table,qrtz_cron_triggers,empty,0,,2026-02-07 16:15:00.404003
table,qrtz_fired_triggers,empty,0,,2026-02-07 16:15:00.404597
table,qrtz_job_details,empty,0,,2026-02-07 16:15:00.405038
table,qrtz_locks,empty,0,,2026-02-07 16:15:00.405463
table,qrtz_paused_trigger_grps,empty,0,,2026-02-07 16:15:00.405882
table,qrtz_scheduler_state,empty,0,,2026-02-07 16:15:00.406338
table,qrtz_simple_triggers,empty,0,,2026-02-07 16:15:00.40678
table,qrtz_simprop_triggers,empty,0,,2026-02-07 16:15:00.407308
table,qrtz_triggers,empty,0,,2026-02-07 16:15:00.408117
table,quality_assurance_content,empty,0,,2026-02-07 16:15:00.408667
table,rule_violation,empty,0,,2026-02-07 16:15:00.409317
table,sweden_county_data,empty,0,,2026-02-07 16:15:00.409829
table,sweden_county_data_container,empty,0,,2026-02-07 16:15:00.410405
table,sweden_county_electoral_area,empty,0,,2026-02-07 16:15:00.410927
table,sweden_county_electoral_regi_0,empty,0,,2026-02-07 16:15:00.411453
table,sweden_county_electoral_regi_1,empty,0,,2026-02-07 16:15:00.411959
table,sweden_election_region,empty,0,,2026-02-07 16:15:00.412491
table,sweden_election_type,empty,0,,2026-02-07 16:15:00.41295
table,sweden_election_type_contain_0,empty,0,,2026-02-07 16:15:00.413463
table,sweden_municipality_data,empty,0,,2026-02-07 16:15:00.413954
table,sweden_municipality_election_0,empty,0,,2026-02-07 16:15:00.414489
table,sweden_parliament_electoral__0,empty,0,,2026-02-07 16:15:00.414983
table,sweden_parliament_electoral__1,empty,0,,2026-02-07 16:15:00.415531
table,sweden_political_party,empty,0,,2026-02-07 16:15:00.415989
table,target_profile_content,empty,0,,2026-02-07 16:15:00.41652
table,topic,empty,0,,2026-02-07 16:15:00.417021
table,topics,empty,0,,2026-02-07 16:15:00.417543
table,user_account,empty,0,,2026-02-07 16:15:00.418075
table,user_account_address,empty,0,,2026-02-07 16:15:00.41864
table,vote_data,empty,0,,2026-02-07 16:15:00.41908
table,vote_meta_data,empty,0,,2026-02-07 16:15:00.41948
table,world_bank_data,empty,0,,2026-02-07 16:15:00.419862
table,databasechangelog,success,619,,2026-02-07 16:15:00.369877
