column_name,data_type,distinct_count,min_value,max_value,p1,p10,p25,median,p75,p90,p99
quarter_number,numeric,0,,,,,,,,,
months_until_election,integer,0,,,,,,,,,
ballot_count,numeric,0,,,,,,,,,
total_votes,numeric,0,,,,,,,,,
attendance_rate,numeric,0,,,,,,,,,
avg_win_rate,numeric,0,,,,,,,,,
avg_rebel_rate,numeric,0,,,,,,,,,
avg_yes_rate,numeric,0,,,,,,,,,
avg_no_rate,numeric,0,,,,,,,,,
avg_abstain_rate,numeric,0,,,,,,,,,
violation_count,bigint,0,,,,,,,,,
document_count,bigint,0,,,,,,,,,
proposal_count,bigint,0,,,,,,,,,
motion_count,bigint,0,,,,,,,,,
new_assignment_count,bigint,0,,,,,,,,,
peak_role_weight_quarter,integer,0,,,,,,,,,
leadership_role_count,bigint,0,,,,,,,,,
committee_assignment_count,bigint,0,,,,,,,,,
decision_count,numeric,0,,,,,,,,,
approved_decisions,numeric,0,,,,,,,,,
rejected_decisions,numeric,0,,,,,,,,,
avg_approval_rate,numeric,0,,,,,,,,,
active_committees,bigint,0,,,,,,,,,
overall_risk_score,numeric,0,,,,,,,,,
trend_risk_score,numeric,0,,,,,,,,,
anomaly_risk_score,numeric,0,,,,,,,,,
network_connections,bigint,0,,,,,,,,,
avg_ballot_count_baseline,numeric,0,,,,,,,,,
avg_document_count_baseline,numeric,0,,,,,,,,,
avg_decision_count_baseline,numeric,0,,,,,,,,,
avg_assignment_count_baseline,numeric,0,,,,,,,,,
ballot_count_deviation,numeric,0,,,,,,,,,
document_count_deviation,numeric,0,,,,,,,,,
decision_count_deviation,numeric,0,,,,,,,,,
assignment_count_deviation,numeric,0,,,,,,,,,
ballot_activity_ratio,numeric,0,,,,,,,,,
document_activity_ratio,numeric,0,,,,,,,,,
decision_activity_ratio,numeric,0,,,,,,,,,
assignment_activity_ratio,numeric,0,,,,,,,,,
composite_activity_score,numeric,0,,,,,,,,,
rank_by_activity_quarter,bigint,0,,,,,,,,,
