id,committee_report_url_xml
H401SoU6,https://data.riksdagen.se/utskottsforslag/H401SoU6
GO01SfU8,https://data.riksdagen.se/utskottsforslag/GO01SfU8
GZ01JuU26,https://data.riksdagen.se/utskottsforslag/GZ01JuU26
H301NU11,https://data.riksdagen.se/utskottsforslag/H301NU11
GW01SkU25,https://data.riksdagen.se/utskottsforslag/GW01SkU25
GZ01SfU7,https://data.riksdagen.se/utskottsforslag/GZ01SfU7
GP01LU6,https://data.riksdagen.se/utskottsforslag/GP01LU6
GW01SkU21,https://data.riksdagen.se/utskottsforslag/GW01SkU21
H101KU2,https://data.riksdagen.se/utskottsforslag/H101KU2
GV01KU18,https://data.riksdagen.se/utskottsforslag/GV01KU18
H001FöU1,https://data.riksdagen.se/utskottsforslag/H001FöU1
GP01SKU11,https://data.riksdagen.se/utskottsforslag/GP01SKU11
H401AU6,https://data.riksdagen.se/utskottsforslag/H401AU6
HC01UU14,https://data.riksdagen.se/utskottsforslag/HC01UU14
GR01SFU8,https://data.riksdagen.se/utskottsforslag/GR01SFU8
H401TU10,https://data.riksdagen.se/utskottsforslag/H401TU10
H701AU3,https://data.riksdagen.se/utskottsforslag/H701AU3
GP01FÖU6,https://data.riksdagen.se/utskottsforslag/GP01FÖU6
GX01FiU5,https://data.riksdagen.se/utskottsforslag/GX01FiU5
H001UU14,https://data.riksdagen.se/utskottsforslag/H001UU14
H201JuU22,https://data.riksdagen.se/utskottsforslag/H201JuU22
H501AU1,https://data.riksdagen.se/utskottsforslag/H501AU1
HD01SoU23,https://data.riksdagen.se/utskottsforslag/HD01SoU23
GT01UU12,https://data.riksdagen.se/utskottsforslag/GT01UU12
GV01SkU22,https://data.riksdagen.se/utskottsforslag/GV01SkU22
HC01SkU21,https://data.riksdagen.se/utskottsforslag/HC01SkU21
GX01SkU19,https://data.riksdagen.se/utskottsforslag/GX01SkU19
H701SfU10,https://data.riksdagen.se/utskottsforslag/H701SfU10
H401SfU10,https://data.riksdagen.se/utskottsforslag/H401SfU10
H301KU19,https://data.riksdagen.se/utskottsforslag/H301KU19
GV01CU4,https://data.riksdagen.se/utskottsforslag/GV01CU4
HB01KrU10,https://data.riksdagen.se/utskottsforslag/HB01KrU10
GZ01NU14,https://data.riksdagen.se/utskottsforslag/GZ01NU14
GV01KU14,https://data.riksdagen.se/utskottsforslag/GV01KU14
H301UU14,https://data.riksdagen.se/utskottsforslag/H301UU14
GU01FiU7,https://data.riksdagen.se/utskottsforslag/GU01FiU7
GO01KU5,https://data.riksdagen.se/utskottsforslag/GO01KU5
GT01SkU23,https://data.riksdagen.se/utskottsforslag/GT01SkU23
GT01LU6,https://data.riksdagen.se/utskottsforslag/GT01LU6
GR01KU16,https://data.riksdagen.se/utskottsforslag/GR01KU16
GZ01JuU9,https://data.riksdagen.se/utskottsforslag/GZ01JuU9
H201UbU14,https://data.riksdagen.se/utskottsforslag/H201UbU14
GZ01JuU17,https://data.riksdagen.se/utskottsforslag/GZ01JuU17
GW01UbU4,https://data.riksdagen.se/utskottsforslag/GW01UbU4
GU01SkU13,https://data.riksdagen.se/utskottsforslag/GU01SkU13
GZ01CU24,https://data.riksdagen.se/utskottsforslag/GZ01CU24
GX01UbU16,https://data.riksdagen.se/utskottsforslag/GX01UbU16
GS01KU31,https://data.riksdagen.se/utskottsforslag/GS01KU31
GV01SoU20,https://data.riksdagen.se/utskottsforslag/GV01SoU20
GN01KU16,https://data.riksdagen.se/utskottsforslag/GN01KU16
H101JuU17,https://data.riksdagen.se/utskottsforslag/H101JuU17
GR01SKU12,https://data.riksdagen.se/utskottsforslag/GR01SKU12
GQ01UBU8,https://data.riksdagen.se/utskottsforslag/GQ01UBU8
GX01SoU9,https://data.riksdagen.se/utskottsforslag/GX01SoU9
GQ01JUU16,https://data.riksdagen.se/utskottsforslag/GQ01JUU16
H301SfU12,https://data.riksdagen.se/utskottsforslag/H301SfU12
GN01TU9,https://data.riksdagen.se/utskottsforslag/GN01TU9
H501NU4,https://data.riksdagen.se/utskottsforslag/H501NU4
H001CU15,https://data.riksdagen.se/utskottsforslag/H001CU15
GX01SkU47,https://data.riksdagen.se/utskottsforslag/GX01SkU47
H101FöU1,https://data.riksdagen.se/utskottsforslag/H101FöU1
H301CU10,https://data.riksdagen.se/utskottsforslag/H301CU10
H101UbU13,https://data.riksdagen.se/utskottsforslag/H101UbU13
H201KU20del3,https://data.riksdagen.se/utskottsforslag/H201KU20del3
GP01UU3,https://data.riksdagen.se/utskottsforslag/GP01UU3
GO01LU14,https://data.riksdagen.se/utskottsforslag/GO01LU14
H101NU7,https://data.riksdagen.se/utskottsforslag/H101NU7
GZ01JuU3,https://data.riksdagen.se/utskottsforslag/GZ01JuU3
H201UU7,https://data.riksdagen.se/utskottsforslag/H201UU7
GW01NU23,https://data.riksdagen.se/utskottsforslag/GW01NU23
GZ01SoU23,https://data.riksdagen.se/utskottsforslag/GZ01SoU23
GP01SFU11,https://data.riksdagen.se/utskottsforslag/GP01SFU11
GS01NU5,https://data.riksdagen.se/utskottsforslag/GS01NU5
GR01KU5,https://data.riksdagen.se/utskottsforslag/GR01KU5
H601AU2,https://data.riksdagen.se/utskottsforslag/H601AU2
GQ01UBU5,https://data.riksdagen.se/utskottsforslag/GQ01UBU5
H001KU15,https://data.riksdagen.se/utskottsforslag/H001KU15
HC01JuU14,https://data.riksdagen.se/utskottsforslag/HC01JuU14
H001JuU16,https://data.riksdagen.se/utskottsforslag/H001JuU16
GX01FiU35,https://data.riksdagen.se/utskottsforslag/GX01FiU35
GZ01SfU15,https://data.riksdagen.se/utskottsforslag/GZ01SfU15
H301FiU1,https://data.riksdagen.se/utskottsforslag/H301FiU1
H201NU18,https://data.riksdagen.se/utskottsforslag/H201NU18
H501UbU6,https://data.riksdagen.se/utskottsforslag/H501UbU6
GZ01JuU24,https://data.riksdagen.se/utskottsforslag/GZ01JuU24
GY01MJU25,https://data.riksdagen.se/utskottsforslag/GY01MJU25
GS01TU8,https://data.riksdagen.se/utskottsforslag/GS01TU8
H001TU3,https://data.riksdagen.se/utskottsforslag/H001TU3
GT01LU8,https://data.riksdagen.se/utskottsforslag/GT01LU8
GR01UBU13,https://data.riksdagen.se/utskottsforslag/GR01UBU13
H201KrU11,https://data.riksdagen.se/utskottsforslag/H201KrU11
H001UU8,https://data.riksdagen.se/utskottsforslag/H001UU8
GT01KU3,https://data.riksdagen.se/utskottsforslag/GT01KU3
GW01MJU22,https://data.riksdagen.se/utskottsforslag/GW01MJU22
GO01MJU10,https://data.riksdagen.se/utskottsforslag/GO01MJU10
H001UbU7,https://data.riksdagen.se/utskottsforslag/H001UbU7
H201MJU9,https://data.riksdagen.se/utskottsforslag/H201MJU9
GN01UbU8,https://data.riksdagen.se/utskottsforslag/GN01UbU8
H401AU1,https://data.riksdagen.se/utskottsforslag/H401AU1
GU01SkU5,https://data.riksdagen.se/utskottsforslag/GU01SkU5
GS01BOU5,https://data.riksdagen.se/utskottsforslag/GS01BOU5
GO01FöU8,https://data.riksdagen.se/utskottsforslag/GO01FöU8
H501FiU18,https://data.riksdagen.se/utskottsforslag/H501FiU18
HC01FiU17,https://data.riksdagen.se/utskottsforslag/HC01FiU17
H101TU13,https://data.riksdagen.se/utskottsforslag/H101TU13
GT01UbU18,https://data.riksdagen.se/utskottsforslag/GT01UbU18
H301JuU21,https://data.riksdagen.se/utskottsforslag/H301JuU21
GV01JuU30,https://data.riksdagen.se/utskottsforslag/GV01JuU30
GW01SkU15,https://data.riksdagen.se/utskottsforslag/GW01SkU15
GU01AU2,https://data.riksdagen.se/utskottsforslag/GU01AU2
H501SfU28,https://data.riksdagen.se/utskottsforslag/H501SfU28
H901UU18,https://data.riksdagen.se/utskottsforslag/H901UU18
GO01BoU7,https://data.riksdagen.se/utskottsforslag/GO01BoU7
GV01JuU23,https://data.riksdagen.se/utskottsforslag/GV01JuU23
GW01FiU36,https://data.riksdagen.se/utskottsforslag/GW01FiU36
GQ01SKU12,https://data.riksdagen.se/utskottsforslag/GQ01SKU12
GV01FiU18,https://data.riksdagen.se/utskottsforslag/GV01FiU18
H001KU17,https://data.riksdagen.se/utskottsforslag/H001KU17
GW01JuU24,https://data.riksdagen.se/utskottsforslag/GW01JuU24
GT01SoU26,https://data.riksdagen.se/utskottsforslag/GT01SoU26
GW01JuU26,https://data.riksdagen.se/utskottsforslag/GW01JuU26
H001FiU39,https://data.riksdagen.se/utskottsforslag/H001FiU39
HA01KU6,https://data.riksdagen.se/utskottsforslag/HA01KU6
GQ01UBU17,https://data.riksdagen.se/utskottsforslag/GQ01UBU17
GW01KU3,https://data.riksdagen.se/utskottsforslag/GW01KU3
H301FöU10,https://data.riksdagen.se/utskottsforslag/H301FöU10
GZ01FiU44,https://data.riksdagen.se/utskottsforslag/GZ01FiU44
HD01FiU20,https://data.riksdagen.se/utskottsforslag/HD01FiU20
GZ01CU3,https://data.riksdagen.se/utskottsforslag/GZ01CU3
H101JuU35,https://data.riksdagen.se/utskottsforslag/H101JuU35
H101FiU22,https://data.riksdagen.se/utskottsforslag/H101FiU22
HC01FöU3,https://data.riksdagen.se/utskottsforslag/HC01FöU3
GN01LU6,https://data.riksdagen.se/utskottsforslag/GN01LU6
GX01SkU9,https://data.riksdagen.se/utskottsforslag/GX01SkU9
GX01JuU7,https://data.riksdagen.se/utskottsforslag/GX01JuU7
H301FiU42,https://data.riksdagen.se/utskottsforslag/H301FiU42
GT01JuU22,https://data.riksdagen.se/utskottsforslag/GT01JuU22
H301JuU22,https://data.riksdagen.se/utskottsforslag/H301JuU22
GX01FiU30,https://data.riksdagen.se/utskottsforslag/GX01FiU30
HD01JuU4,https://data.riksdagen.se/utskottsforslag/HD01JuU4
GY01JuU28,https://data.riksdagen.se/utskottsforslag/GY01JuU28
H301SoU5,https://data.riksdagen.se/utskottsforslag/H301SoU5
GV01JuU21,https://data.riksdagen.se/utskottsforslag/GV01JuU21
GO01LU4,https://data.riksdagen.se/utskottsforslag/GO01LU4
H001FiU22,https://data.riksdagen.se/utskottsforslag/H001FiU22
GR01UBU2,https://data.riksdagen.se/utskottsforslag/GR01UBU2
HC01CU12,https://data.riksdagen.se/utskottsforslag/HC01CU12
H401UbU2,https://data.riksdagen.se/utskottsforslag/H401UbU2
GZ01TU7,https://data.riksdagen.se/utskottsforslag/GZ01TU7
GQ01JUU8,https://data.riksdagen.se/utskottsforslag/GQ01JUU8
GV01SoU2,https://data.riksdagen.se/utskottsforslag/GV01SoU2
HC01TU7,https://data.riksdagen.se/utskottsforslag/HC01TU7
H001FiU15,https://data.riksdagen.se/utskottsforslag/H001FiU15
H101NU10,https://data.riksdagen.se/utskottsforslag/H101NU10
GW01FiU30,https://data.riksdagen.se/utskottsforslag/GW01FiU30
GV01SoU4,https://data.riksdagen.se/utskottsforslag/GV01SoU4
HC01KU15,https://data.riksdagen.se/utskottsforslag/HC01KU15
H601SfU15,https://data.riksdagen.se/utskottsforslag/H601SfU15
HD01CU13,https://data.riksdagen.se/utskottsforslag/HD01CU13
GP01SOU16,https://data.riksdagen.se/utskottsforslag/GP01SOU16
GX01CU10,https://data.riksdagen.se/utskottsforslag/GX01CU10
H001UU3,https://data.riksdagen.se/utskottsforslag/H001UU3
GP01TU8,https://data.riksdagen.se/utskottsforslag/GP01TU8
H301TU10,https://data.riksdagen.se/utskottsforslag/H301TU10
GS01KU23,https://data.riksdagen.se/utskottsforslag/GS01KU23
GR01TU3,https://data.riksdagen.se/utskottsforslag/GR01TU3
GU01UU7,https://data.riksdagen.se/utskottsforslag/GU01UU7
GN01SkU16,https://data.riksdagen.se/utskottsforslag/GN01SkU16
GR01TU6,https://data.riksdagen.se/utskottsforslag/GR01TU6
H501KU42,https://data.riksdagen.se/utskottsforslag/H501KU42
H101FöU7,https://data.riksdagen.se/utskottsforslag/H101FöU7
GT01SkU12,https://data.riksdagen.se/utskottsforslag/GT01SkU12
GU01SfU10,https://data.riksdagen.se/utskottsforslag/GU01SfU10
GP01SKU18,https://data.riksdagen.se/utskottsforslag/GP01SKU18
GX01MJU29,https://data.riksdagen.se/utskottsforslag/GX01MJU29
GN01JuU21,https://data.riksdagen.se/utskottsforslag/GN01JuU21
GS01FIU25,https://data.riksdagen.se/utskottsforslag/GS01FIU25
GR01KU7,https://data.riksdagen.se/utskottsforslag/GR01KU7
H001FiU34,https://data.riksdagen.se/utskottsforslag/H001FiU34
HC01SkU17,https://data.riksdagen.se/utskottsforslag/HC01SkU17
GW01CU24,https://data.riksdagen.se/utskottsforslag/GW01CU24
GX01SkU3,https://data.riksdagen.se/utskottsforslag/GX01SkU3
GO01AU2,https://data.riksdagen.se/utskottsforslag/GO01AU2
H101UFöU2,https://data.riksdagen.se/utskottsforslag/H101UFöU2
GU01KUU1,https://data.riksdagen.se/utskottsforslag/GU01KUU1
HA01AU3,https://data.riksdagen.se/utskottsforslag/HA01AU3
H401JuU17,https://data.riksdagen.se/utskottsforslag/H401JuU17
GW01UU12,https://data.riksdagen.se/utskottsforslag/GW01UU12
GV01UbU6,https://data.riksdagen.se/utskottsforslag/GV01UbU6
GZ01FiU47,https://data.riksdagen.se/utskottsforslag/GZ01FiU47
H401SoU14,https://data.riksdagen.se/utskottsforslag/H401SoU14
H501FiU25,https://data.riksdagen.se/utskottsforslag/H501FiU25
GX01CU19,https://data.riksdagen.se/utskottsforslag/GX01CU19
H701FiU16,https://data.riksdagen.se/utskottsforslag/H701FiU16
H301FiU28,https://data.riksdagen.se/utskottsforslag/H301FiU28
H301SkU26,https://data.riksdagen.se/utskottsforslag/H301SkU26
GX01FiU9,https://data.riksdagen.se/utskottsforslag/GX01FiU9
H501KU7,https://data.riksdagen.se/utskottsforslag/H501KU7
HD01KU13,https://data.riksdagen.se/utskottsforslag/HD01KU13
H401NU6,https://data.riksdagen.se/utskottsforslag/H401NU6
GQ01JUU11,https://data.riksdagen.se/utskottsforslag/GQ01JUU11
GV01SoU17,https://data.riksdagen.se/utskottsforslag/GV01SoU17
H401NU24,https://data.riksdagen.se/utskottsforslag/H401NU24
GU01TU4,https://data.riksdagen.se/utskottsforslag/GU01TU4
H901CU15,https://data.riksdagen.se/utskottsforslag/H901CU15
HD01CU12,https://data.riksdagen.se/utskottsforslag/HD01CU12
H401NU23,https://data.riksdagen.se/utskottsforslag/H401NU23
GZ01JuU4,https://data.riksdagen.se/utskottsforslag/GZ01JuU4
GZ01NU19,https://data.riksdagen.se/utskottsforslag/GZ01NU19
GS01SKU31,https://data.riksdagen.se/utskottsforslag/GS01SKU31
H101SfU22,https://data.riksdagen.se/utskottsforslag/H101SfU22
HC01FiU34,https://data.riksdagen.se/utskottsforslag/HC01FiU34
GN01UbU12,https://data.riksdagen.se/utskottsforslag/GN01UbU12
GT01LU39,https://data.riksdagen.se/utskottsforslag/GT01LU39
GQ01NU6,https://data.riksdagen.se/utskottsforslag/GQ01NU6
H901KU42,https://data.riksdagen.se/utskottsforslag/H901KU42
HA01KrU11,https://data.riksdagen.se/utskottsforslag/HA01KrU11
GR01TU2,https://data.riksdagen.se/utskottsforslag/GR01TU2
GS01FIU31,https://data.riksdagen.se/utskottsforslag/GS01FIU31
H201FöU2,https://data.riksdagen.se/utskottsforslag/H201FöU2
H601KrU1,https://data.riksdagen.se/utskottsforslag/H601KrU1
H401FiU33,https://data.riksdagen.se/utskottsforslag/H401FiU33
GP01KRU15,https://data.riksdagen.se/utskottsforslag/GP01KRU15
GT01LU9,https://data.riksdagen.se/utskottsforslag/GT01LU9
HA01SoU19,https://data.riksdagen.se/utskottsforslag/HA01SoU19
GO01JuU14,https://data.riksdagen.se/utskottsforslag/GO01JuU14
GS01TU12,https://data.riksdagen.se/utskottsforslag/GS01TU12
GT01SfU3,https://data.riksdagen.se/utskottsforslag/GT01SfU3
GT01FiU13,https://data.riksdagen.se/utskottsforslag/GT01FiU13
H401JuU30,https://data.riksdagen.se/utskottsforslag/H401JuU30
GV01SkU13,https://data.riksdagen.se/utskottsforslag/GV01SkU13
H501UFöU2,https://data.riksdagen.se/utskottsforslag/H501UFöU2
GT01UbU23,https://data.riksdagen.se/utskottsforslag/GT01UbU23
H001SoU13,https://data.riksdagen.se/utskottsforslag/H001SoU13
GT01AU9,https://data.riksdagen.se/utskottsforslag/GT01AU9
GZ01MJU3,https://data.riksdagen.se/utskottsforslag/GZ01MJU3
HD01FiU5,https://data.riksdagen.se/utskottsforslag/HD01FiU5
GP01BOU12,https://data.riksdagen.se/utskottsforslag/GP01BOU12
GR01FIU19,https://data.riksdagen.se/utskottsforslag/GR01FIU19
GP01SKU22,https://data.riksdagen.se/utskottsforslag/GP01SKU22
GS01KU2,https://data.riksdagen.se/utskottsforslag/GS01KU2
H201KU4,https://data.riksdagen.se/utskottsforslag/H201KU4
GP01SFU9,https://data.riksdagen.se/utskottsforslag/GP01SFU9
GQ01MJU12,https://data.riksdagen.se/utskottsforslag/GQ01MJU12
HC01NU13,https://data.riksdagen.se/utskottsforslag/HC01NU13
GP01LU28,https://data.riksdagen.se/utskottsforslag/GP01LU28
GX01UbU7,https://data.riksdagen.se/utskottsforslag/GX01UbU7
GZ01AU8,https://data.riksdagen.se/utskottsforslag/GZ01AU8
GP01LU29,https://data.riksdagen.se/utskottsforslag/GP01LU29
H301CU8,https://data.riksdagen.se/utskottsforslag/H301CU8
GN01LU7,https://data.riksdagen.se/utskottsforslag/GN01LU7
GS01UU3,https://data.riksdagen.se/utskottsforslag/GS01UU3
GT01AU6,https://data.riksdagen.se/utskottsforslag/GT01AU6
H101FiU19,https://data.riksdagen.se/utskottsforslag/H101FiU19
GN01SfU10,https://data.riksdagen.se/utskottsforslag/GN01SfU10
H101KrU1,https://data.riksdagen.se/utskottsforslag/H101KrU1
GN01BoU9,https://data.riksdagen.se/utskottsforslag/GN01BoU9
HC01KU4,https://data.riksdagen.se/utskottsforslag/HC01KU4
GV01UbU11,https://data.riksdagen.se/utskottsforslag/GV01UbU11
H001SkU33,https://data.riksdagen.se/utskottsforslag/H001SkU33
GW01FiU4,https://data.riksdagen.se/utskottsforslag/GW01FiU4
GP01UBU17,https://data.riksdagen.se/utskottsforslag/GP01UBU17
GT01SfU4,https://data.riksdagen.se/utskottsforslag/GT01SfU4
GV01FiU19,https://data.riksdagen.se/utskottsforslag/GV01FiU19
GO01JuU23,https://data.riksdagen.se/utskottsforslag/GO01JuU23
H201SfU8,https://data.riksdagen.se/utskottsforslag/H201SfU8
H401TU1,https://data.riksdagen.se/utskottsforslag/H401TU1
H401TU16,https://data.riksdagen.se/utskottsforslag/H401TU16
GS01NU9,https://data.riksdagen.se/utskottsforslag/GS01NU9
H301NU3,https://data.riksdagen.se/utskottsforslag/H301NU3
GX01SkU25,https://data.riksdagen.se/utskottsforslag/GX01SkU25
H401TU5,https://data.riksdagen.se/utskottsforslag/H401TU5
GW01JuU4,https://data.riksdagen.se/utskottsforslag/GW01JuU4
GT01MJU28,https://data.riksdagen.se/utskottsforslag/GT01MJU28
GZ01SfU8,https://data.riksdagen.se/utskottsforslag/GZ01SfU8
H001FöU9,https://data.riksdagen.se/utskottsforslag/H001FöU9
GQ01SFU4,https://data.riksdagen.se/utskottsforslag/GQ01SFU4
H001JuU7,https://data.riksdagen.se/utskottsforslag/H001JuU7
GP01MJU12,https://data.riksdagen.se/utskottsforslag/GP01MJU12
H201KU2,https://data.riksdagen.se/utskottsforslag/H201KU2
GT01MJU10,https://data.riksdagen.se/utskottsforslag/GT01MJU10
GZ01SoU9,https://data.riksdagen.se/utskottsforslag/GZ01SoU9
H101SkU4,https://data.riksdagen.se/utskottsforslag/H101SkU4
H201SkU1,https://data.riksdagen.se/utskottsforslag/H201SkU1
H001KU13,https://data.riksdagen.se/utskottsforslag/H001KU13
GX01SoU7,https://data.riksdagen.se/utskottsforslag/GX01SoU7
GZ01CU4,https://data.riksdagen.se/utskottsforslag/GZ01CU4
GS01NU11,https://data.riksdagen.se/utskottsforslag/GS01NU11
H001SkU2,https://data.riksdagen.se/utskottsforslag/H001SkU2
GS01KRU4,https://data.riksdagen.se/utskottsforslag/GS01KRU4
GT01MJU15,https://data.riksdagen.se/utskottsforslag/GT01MJU15
GU01KU17,https://data.riksdagen.se/utskottsforslag/GU01KU17
GR01KU3,https://data.riksdagen.se/utskottsforslag/GR01KU3
H401CU21,https://data.riksdagen.se/utskottsforslag/H401CU21
GO01NU6,https://data.riksdagen.se/utskottsforslag/GO01NU6
GW01UbU19,https://data.riksdagen.se/utskottsforslag/GW01UbU19
H101TU5,https://data.riksdagen.se/utskottsforslag/H101TU5
H001KU26,https://data.riksdagen.se/utskottsforslag/H001KU26
GT01KU34,https://data.riksdagen.se/utskottsforslag/GT01KU34
GT01LU34,https://data.riksdagen.se/utskottsforslag/GT01LU34
GU01FiU3,https://data.riksdagen.se/utskottsforslag/GU01FiU3
HC01NU22,https://data.riksdagen.se/utskottsforslag/HC01NU22
H401FiU16,https://data.riksdagen.se/utskottsforslag/H401FiU16
H201UbU10,https://data.riksdagen.se/utskottsforslag/H201UbU10
GN01BoU8,https://data.riksdagen.se/utskottsforslag/GN01BoU8
GT01KU12,https://data.riksdagen.se/utskottsforslag/GT01KU12
GT01BoU9,https://data.riksdagen.se/utskottsforslag/GT01BoU9
GZ01NU15,https://data.riksdagen.se/utskottsforslag/GZ01NU15
HD01JuU24,https://data.riksdagen.se/utskottsforslag/HD01JuU24
GZ01CU16,https://data.riksdagen.se/utskottsforslag/GZ01CU16
