value,count
ARI treatment (% of children under 5 taken to a health provider),390
Access to clean fuels and technologies for cooking (% of population),390
"Access to clean fuels and technologies for cooking, rural (% of rural population)",390
"Access to clean fuels and technologies for cooking, urban (% of urban population)",390
Access to electricity (% of population),390
"Access to electricity, rural (% of rural population)",390
"Access to electricity, urban (% of urban population)",390
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),390
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",390
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",390
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",390
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",390
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",390
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",390
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",390
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",390
Adequacy of social insurance programs (% of total welfare of beneficiary households),390
Adequacy of social protection and labor programs (% of total welfare of beneficiary households),390
Adequacy of social safety net programs (% of total welfare of beneficiary households),390
Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),390
"Adjusted net enrollment rate, primary (% of primary school age children)",390
"Adjusted net enrollment rate, primary, female (% of primary school age children)",390
"Adjusted net enrollment rate, primary, male (% of primary school age children)",390
Adjusted net national income (annual % growth),390
Adjusted net national income (constant 2015 US$),390
Adjusted net national income (current US$),390
Adjusted net national income per capita (annual % growth),390
Adjusted net national income per capita (constant 2015 US$),390
Adjusted net national income per capita (current US$),390
"Adjusted net savings, excluding particulate emission damage (% of GNI)",390
"Adjusted net savings, excluding particulate emission damage (current US$)",390
"Adjusted net savings, including particulate emission damage (% of GNI)",390
"Adjusted net savings, including particulate emission damage (current US$)",390
Adjusted savings: carbon dioxide damage (% of GNI),390
Adjusted savings: carbon dioxide damage (current US$),390
Adjusted savings: consumption of fixed capital (% of GNI),390
Adjusted savings: consumption of fixed capital (current US$),390
Adjusted savings: education expenditure (% of GNI),390
Adjusted savings: education expenditure (current US$),390
Adjusted savings: energy depletion (% of GNI),390
Adjusted savings: energy depletion (current US$),390
Adjusted savings: gross savings (% of GNI),390
Adjusted savings: mineral depletion (% of GNI),390
Adjusted savings: mineral depletion (current US$),390
Adjusted savings: natural resources depletion (% of GNI),390
Adjusted savings: net forest depletion (% of GNI),390
Adjusted savings: net forest depletion (current US$),390
Adjusted savings: net national savings (% of GNI),390
Adjusted savings: net national savings (current US$),390
Adjusted savings: particulate emission damage (% of GNI),390
Adjusted savings: particulate emission damage (current US$),390
"Adolescent fertility rate (births per 1,000 women ages 15-19)",390
Adolescents out of school (% of lower secondary school age),390
"Adolescents out of school, female (% of female lower secondary school age)",390
"Adolescents out of school, male (% of male lower secondary school age)",390
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,390
Adults (ages 15-49) newly infected with HIV,390
Age dependency ratio (% of working-age population),390
"Age dependency ratio, old (% of working-age population)",390
"Age dependency ratio, young (% of working-age population)",390
Agricultural irrigated land (% of total agricultural land),390
Agricultural land (% of land area),390
Agricultural land (sq. km),390
Agricultural raw materials exports (% of merchandise exports),390
Agricultural raw materials imports (% of merchandise imports),390
"Agriculture, forestry, and fishing, value added (% of GDP)",390
"Agriculture, forestry, and fishing, value added (annual % growth)",390
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",390
"Agriculture, forestry, and fishing, value added (constant LCU)",390
"Agriculture, forestry, and fishing, value added (current LCU)",390
"Agriculture, forestry, and fishing, value added (current US$)",390
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",390
"Air transport, freight (million ton-km)",390
"Air transport, passengers carried",390
"Air transport, registered carrier departures worldwide",390
Alternative and nuclear energy (% of total energy use),390
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",390
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",390
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",390
"Annual freshwater withdrawals, total (% of internal resources)",390
"Annual freshwater withdrawals, total (billion cubic meters)",390
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",390
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",390
Antiretroviral therapy coverage (% of people living with HIV),390
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),390
Aquaculture production (metric tons),390
Arable land (% of land area),390
Arable land (hectares per person),390
Arable land (hectares),390
Armed forces personnel (% of total labor force),390
"Armed forces personnel, total",390
Arms exports (SIPRI trend indicator values),390
Arms imports (SIPRI trend indicator values),390
Asylum-seekers by country or territory of asylum,390
Asylum-seekers by country or territory of origin,390
"Automated teller machines (ATMs) (per 100,000 adults)",390
Average precipitation in depth (mm per year),390
Average time to clear exports through customs (days),390
Average time to clear imports through customs (days),390
Average transaction cost of sending remittances from a specific country (%),390
Average transaction cost of sending remittances to a specific country (%),390
"Average working hours of children, study and work, ages 7-14 (hours per week)",390
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",390
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",390
"Average working hours of children, working only, ages 7-14 (hours per week)",390
"Average working hours of children, working only, female, ages 7-14 (hours per week)",390
"Average working hours of children, working only, male, ages 7-14 (hours per week)",390
B-READY: Business Entry Pillar 1: Quality of Regulations for Business Entry,390
B-READY: Business Entry Pillar 2: Digital Public Services and Transparency of Information for Business Entry,390
B-READY: Business Entry Pillar 3: Operational Efficiency of Business Entry,390
B-READY: Business Entry: Overall Score,390
B-READY: Business Insolvency Pillar 1: Quality of Regulations for Judicial Insolvency Proceedings,390
B-READY: Business Insolvency Pillar 2: Quality of Institutional and Operational Infrastructure for Judicial Insolvency Proceedings,390
B-READY: Business Insolvency Pillar 3: Operational Efficiency of Resolving Judicial Insolvency Proceedings,390
B-READY: Business Insolvency: Overall Score,390
B-READY: Business Location Pillar 1: Quality of Regulations for Business Location,390
B-READY: Business Location Pillar 2: Quality of Public Services and Transparency of Information for Business Location,390
B-READY: Business Location Pillar 3: Operational Efficiency of Establishing a Business Location,390
B-READY: Business Location: Overall Score,390
B-READY: Dispute Resolution Pillar 1: Quality of Regulations for Dispute Resolution,390
B-READY: Dispute Resolution Pillar 2: Public Services for Dispute Resolution,390
B-READY: Dispute Resolution Pillar 3: Ease of Resolving a Commercial Dispute,390
B-READY: Dispute Resolution: Overall Score,390
B-READY: Financial Services Pillar 1: Quality of Regulations for Financial Services,390
B-READY: Financial Services Pillar 2: Accessibility of Information in Credit Infrastructure,390
B-READY: Financial Services Pillar 3: Operational Efficiency of Receiving Financial Services,390
B-READY: Financial Services: Overall Score,390
B-READY: International Trade Pillar 1: Quality of Regulations for International Trade,390
B-READY: International Trade Pillar 2: Quality of Public Services for the Facilitation of International Trade,390
"B-READY: International Trade Pillar 3: Efficiency of Importing Goods, Exporting Goods, and Engaging in Digital Trade",390
B-READY: International Trade: Overall Score,390
B-READY: Labor Pillar 1: Quality of Labor Regulations,390
B-READY: Labor Pillar 2: Adequacy of Public Services for Labor,390
B-READY: Labor Pillar 3: Operational Efficiency of Labor Regulations and Public Services in Practice,390
B-READY: Labor: Overall Score,390
B-READY: Market Competition Pillar 1: Quality of Regulations that Promote Market Competition,390
B-READY: Market Competition Pillar 2: Public Services that Promote Market Competition,390
B-READY: Market Competition Pillar 3: Implementation of Key Services Promoting Market Competition,390
B-READY: Market Competition: Overall Score,390
B-READY: Pillar 1: Regulatory Framework,390
B-READY: Pillar 2: Public Services,390
B-READY: Pillar 3: Operational Efficiency,390
B-READY: Taxation Pillar 1: Quality of Regulations on Taxation,390
B-READY: Taxation Pillar 2: Public Services Provided by the Tax Administration,390
B-READY: Taxation Pillar 3: Operational Efficiency of Tax Systems in Practice,390
B-READY: Taxation: Overall Score,390
B-READY: Utility Services Pillar 1: Quality of Regulations on Utility Services,390
B-READY: Utility Services Pillar 2: Quality of Governance and Transparency of Utility Services,390
B-READY: Utility Services Pillar 3: Operational Efficiency of Utility Service Provision,390
B-READY: Utility Services: Overall Score,390
Bank capital to assets ratio (%),390
Bank liquid reserves to bank assets ratio (%),390
Bank nonperforming loans to total gross loans (%),390
Battle-related deaths (number of people),390
Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),390
Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),390
Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),390
Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),390
"Binding coverage, all products (%)",390
"Binding coverage, manufactured products (%)",390
"Binding coverage, primary products (%)",390
"Bird species, threatened",390
"Birth rate, crude (per 1,000 people)",390
Births attended by skilled health staff (% of total),390
"Borrowers from commercial banks (per 1,000 adults)",390
"Bound rate, simple mean, all products (%)",390
"Bound rate, simple mean, manufactured products (%)",390
"Bound rate, simple mean, primary products (%)",390
Bribery incidence (% of firms experiencing at least one bribe payment request),390
Broad money (% of GDP),390
Broad money (current LCU),390
Broad money growth (annual %),390
Broad money to total reserves ratio,390
CPIA building human resources rating (1=low to 6=high),390
CPIA business regulatory environment rating (1=low to 6=high),390
CPIA debt policy rating (1=low to 6=high),390
CPIA economic management cluster average (1=low to 6=high),390
CPIA efficiency of revenue mobilization rating (1=low to 6=high),390
CPIA equity of public resource use rating (1=low to 6=high),390
CPIA financial sector rating (1=low to 6=high),390
CPIA fiscal policy rating (1=low to 6=high),390
CPIA gender equality rating (1=low to 6=high),390
CPIA macroeconomic management rating (1=low to 6=high),390
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),390
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),390
CPIA property rights and rule-based governance rating (1=low to 6=high),390
CPIA public sector management and institutions cluster average (1=low to 6=high),390
CPIA quality of budgetary and financial management rating (1=low to 6=high),390
CPIA quality of public administration rating (1=low to 6=high),390
CPIA social protection rating (1=low to 6=high),390
CPIA structural policies cluster average (1=low to 6=high),390
CPIA trade rating (1=low to 6=high),390
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",390
Capture fisheries production (metric tons),390
Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),390
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),390
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),390
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),390
Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),390
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),390
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),390
Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),390
Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),390
Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),390
Carbon dioxide (CO2) emissions from Waste (Mt CO2e),390
Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),390
Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),390
Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),390
Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),390
Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),390
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),390
Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),390
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",390
"Cause of death, by injury (% of total)",390
"Cause of death, by non-communicable diseases (% of total)",390
"Central government debt, total (% of GDP)",390
"Central government debt, total (current LCU)",390
Cereal production (metric tons),390
Cereal yield (kg per hectare),390
Changes in inventories (constant LCU),390
