GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
service.impl,com.hack23.cia.service.impl.task,AgentJob,0,26,0,0,0,4,0,2,0,2
service.impl,com.hack23.cia.service.impl.task,RefreshViewsJob,0,7,0,0,0,3,0,2,0,2
service.impl,com.hack23.cia.service.impl.task,UpdateSearchIndexJob,0,16,0,0,0,7,0,2,0,2
service.impl,com.hack23.cia.service.impl.task,AbstractJob,0,33,0,0,0,11,0,3,0,3
service.impl,com.hack23.cia.service.impl.task,JobContextHolderImpl,0,30,0,0,0,13,0,5,0,5
service.impl,com.hack23.cia.service.impl.task,UpdateRuleViolationsJob,0,7,0,0,0,3,0,2,0,2
service.impl,com.hack23.cia.service.impl.action.application.encryption,VaultManagerImpl,7,187,0,16,3,45,0,14,0,6
service.impl,com.hack23.cia.service.impl,ConfigurationManagerImpl,174,15,22,2,33,6,15,3,3,3
service.impl,com.hack23.cia.service.impl,ViewDataDataContainerFactoryImpl,118,3,0,0,16,2,16,1,16,1
service.impl,com.hack23.cia.service.impl,GenericDataContainer,116,9,0,0,14,4,14,1,14,1
service.impl,com.hack23.cia.service.impl,ApplicationManagerImpl,42,36,4,2,11,8,6,3,4,2
service.impl,com.hack23.cia.service.impl,CoalitionPredictionService.CoalitionScenario,49,0,2,0,14,0,8,0,7,0
service.impl,com.hack23.cia.service.impl,ViewRiksdagenCommitteeDataContainer,23,5,4,0,5,2,3,1,1,1
service.impl,com.hack23.cia.service.impl,SecurityAuthenticationProvider,0,9,0,0,0,3,0,3,0,3
service.impl,com.hack23.cia.service.impl,UserConfigurationImpl,21,0,0,0,8,0,4,0,4,0
service.impl,com.hack23.cia.service.impl,CoalitionPredictionServiceImpl,749,131,76,0,140,15,54,2,16,2
service.impl,com.hack23.cia.service.impl,GovernmentBodyDataLoaderServiceImpl,153,7,10,0,45,3,9,2,4,2
service.impl,com.hack23.cia.service.impl,BootstrapDefaultConfig,0,36,0,0,0,13,0,4,0,4
service.impl,com.hack23.cia.service.impl,DataAgentContainerImpl,0,11,0,0,0,5,0,2,0,2
service.impl,com.hack23.cia.service.impl.action.common,AbstractCommonBusinessServiceImpl,12,20,2,2,2,9,3,3,1,3
service.impl,com.hack23.cia.service.impl.action.common,AbstractBusinessServiceImpl,64,31,2,2,14,10,7,4,5,4
service.impl,com.hack23.cia.service.impl.action.application,RegisterUserService,244,66,14,0,60,5,11,2,4,2
service.impl,com.hack23.cia.service.impl.action.application,DestroyApplicationSessionService,57,8,4,0,15,3,5,2,3,2
service.impl,com.hack23.cia.service.impl.action.application,CreateApplicationEventService,97,4,8,0,23,2,5,1,1,1
service.impl,com.hack23.cia.service.impl.action.application,LoginService,225,13,22,0,51,4,15,2,4,2
service.impl,com.hack23.cia.service.impl.action.application,CreateApplicationSessionService,59,8,0,0,14,4,1,2,1,2
service.impl,com.hack23.cia.service.impl.action.application,LogoutService,95,8,4,0,26,4,5,2,3,2
service.impl,com.hack23.cia.service.impl.rules,PartyComplianceCheckImpl,39,0,0,0,13,0,7,0,7,0
service.impl,com.hack23.cia.service.impl.rules,AbstractComplianceCheckImpl,21,49,3,1,3,10,5,4,3,4
service.impl,com.hack23.cia.service.impl.rules,ApplicationComplianceCheckImpl,0,33,0,0,0,11,0,6,0,6
service.impl,com.hack23.cia.service.impl.rules,ComplianceCheckAgendaEventListener,28,0,0,0,8,0,2,0,2,0
service.impl,com.hack23.cia.service.impl.rules,RulesEngineImpl,515,0,48,0,111,0,46,0,22,0
service.impl,com.hack23.cia.service.impl.rules,CommitteeComplianceCheckImpl,23,0,0,0,7,0,4,0,4,0
service.impl,com.hack23.cia.service.impl.rules,RulesConfiguration,70,4,6,0,15,1,5,1,2,1
service.impl,com.hack23.cia.service.impl.rules,RulesManagerImpl,51,0,4,0,12,0,5,0,3,0
service.impl,com.hack23.cia.service.impl.rules,MinistryComplianceCheckImpl,21,0,0,0,7,0,4,0,4,0
service.impl,com.hack23.cia.service.impl.rules,PoliticianComplianceCheckImpl,91,0,4,0,23,0,13,0,11,0
service.impl,com.hack23.cia.service.impl.action.user,ChangePasswordService,170,66,12,0,38,5,10,2,4,2
service.impl,com.hack23.cia.service.impl.action.user,DisableGoogleAuthenticatorCredentialService,96,13,6,0,24,4,6,2,3,2
service.impl,com.hack23.cia.service.impl.action.user,SearchDocumentService,131,8,8,0,26,4,7,2,3,2
service.impl,com.hack23.cia.service.impl.action.user,DeleteAccountService,181,13,12,0,44,5,9,2,3,2
service.impl,com.hack23.cia.service.impl.action.user,SetGoogleAuthenticatorCredentialService,150,13,6,0,35,5,6,2,3,2
service.impl,com.hack23.cia.service.impl.email,EmailServiceImpl,194,149,4,0,32,16,5,3,3,3
service.impl,com.hack23.cia.service.impl.action.admin,UpdateSearchIndexService,11,68,1,1,4,22,1,5,0,5
service.impl,com.hack23.cia.service.impl.action.admin,UpdateApplicationConfigurationService,98,4,4,0,26,2,5,1,3,1
service.impl,com.hack23.cia.service.impl.action.admin,RefreshDataViewsService,62,4,2,0,18,2,5,1,4,1
service.impl,com.hack23.cia.service.impl.action.admin,ManageUserAccountService,132,32,6,0,33,7,10,2,7,2
service.impl,com.hack23.cia.service.impl.action.admin,SendEmailService,63,4,2,0,16,2,4,1,3,1
service.impl,com.hack23.cia.service.impl.action.admin,RemoveDataService,81,4,6,0,23,2,7,1,3,1
service.impl,com.hack23.cia.service.impl.action.application.access,LoginBlockResultImpl,25,0,0,0,9,0,5,0,5,0
service.impl,com.hack23.cia.service.impl.action.application.access,LoginBlockedAccessImpl,252,72,18,0,39,10,13,3,4,3
